stname,Date,Time,utc_timestamp
HSH,2008-07-01,15:47:40.200000,1214927260.2
HSH,2008-07-01,15:49:00.550000,1214927340.5500002
HSH,2008-07-01,15:49:10.970000,1214927350.9699998
HSH,2008-07-01,15:50:33.230000,1214927433.23
HSH,2008-07-01,15:51:34.790000,1214927494.7900002
HSH,2008-07-01,16:04:55.230000,1214928295.23
HSH,2008-07-01,16:07:02.340000,1214928422.34
HSH,2008-07-01,16:07:15.990000,1214928435.99
HSH,2008-07-01,16:11:28.050000,1214928688.05
HSH,2008-07-01,16:11:40.510000,1214928700.5100002
HSH,2008-07-01,16:12:03.690000,1214928723.6899998
HSH,2008-07-01,16:48:50.990000,1214930930.99
HSH,2008-07-01,16:49:04.460000,1214930944.46
HSH,2008-07-01,16:50:45.450000,1214931045.4499998
HSH,2008-07-01,16:52:03.950000,1214931123.95
HSH,2008-07-01,16:53:22.740000,1214931202.74
HSH,2008-07-01,17:33:12.490000,1214933592.4899998
HSH,2008-07-01,17:33:24.910000,1214933604.91
HSH,2008-07-01,17:34:28.440000,1214933668.44
HSH,2008-07-01,17:34:51.520000,1214933691.52
HSH,2008-07-01,17:39:45.730000,1214933985.7299998
HSH,2008-07-01,17:39:57.100000,1214933997.1
HSH,2008-07-01,17:40:30.820000,1214934030.82
HSH,2008-07-01,17:40:40.810000,1214934040.81
HSH,2008-07-01,18:08:26.820000,1214935706.82
HSH,2008-07-01,18:09:30.470000,1214935770.47
HSH,2008-07-01,18:09:44.370000,1214935784.37
HSH,2008-07-01,18:14:07.500000,1214936047.5
HSH,2008-07-01,18:14:20.280000,1214936060.28
HSH,2008-07-01,18:25:42.360000,1214936742.36
HSH,2008-07-01,18:28:09.690000,1214936889.6899998
HSH,2008-07-01,19:00:09.440000,1214938809.44
HSH,2008-07-01,19:00:36.640000,1214938836.64
HSH,2008-07-01,19:00:47.610000,1214938847.61
HSH,2008-07-01,19:01:01.340000,1214938861.34
HSH,2008-07-01,19:05:52.570000,1214939152.57
HSH,2008-07-01,19:06:04.770000,1214939164.77
HSH,2008-07-01,20:08:51.090000,1214942931.09
HSH,2008-07-01,20:11:43.270000,1214943103.2700002
HSH,2008-07-01,20:11:52.850000,1214943112.85
HSH,2008-07-01,21:10:53.860000,1214946653.86
HSH,2008-07-01,21:27:25.120000,1214947645.12
HSH,2008-07-01,21:29:41.770000,1214947781.77
HSH,2008-07-01,21:37:16.320000,1214948236.32
HSH,2008-07-01,21:37:28.720000,1214948248.72
HSH,2008-07-01,22:07:39.230000,1214950059.23
HSH,2008-07-01,22:09:41.780000,1214950181.78
HSH,2008-07-01,22:10:11.250000,1214950211.2499998
HSH,2008-07-01,22:10:45.950000,1214950245.95
HSH,2008-07-01,22:10:59.730000,1214950259.7299998
HSH,2008-07-01,22:13:07.210000,1214950387.2099998
HSH,2008-07-01,22:15:29.280000,1214950529.28
HSH,2008-07-01,22:18:33.040000,1214950713.04
HSH,2008-07-01,22:19:41.490000,1214950781.4899998
HSH,2008-07-01,22:20:57.740000,1214950857.74
HSH,2008-07-01,22:21:28.130000,1214950888.1299999
HSH,2008-07-01,22:30:42.450000,1214951442.4499998
HSH,2008-07-01,22:41:27.880000,1214952087.88
HSH,2008-07-01,22:41:41.670000,1214952101.67
HSH,2008-07-01,22:45:15.250000,1214952315.2499998
HSH,2008-07-01,22:49:14.180000,1214952554.18
HSH,2008-07-01,22:49:26.220000,1214952566.22
HSH,2008-07-01,23:01:17.580000,1214953277.58
HSH,2008-07-01,23:03:03.970000,1214953383.9699998
HSH,2008-07-01,23:03:35.990000,1214953415.99
HSH,2008-07-01,23:27:52.240000,1214954872.24
HSH,2008-07-01,23:28:02.790000,1214954882.7900002
HSH,2008-07-01,23:31:20.130000,1214955080.1299999
HSH,2008-07-01,23:33:48.170000,1214955228.1699998
HSH,2008-07-02,00:06:50.410000,1214957210.4099998
HSH,2008-07-02,00:07:00.840000,1214957220.84
HSH,2008-07-02,00:22:54.290000,1214958174.29
HSH,2008-07-02,00:26:48.480000,1214958408.48
HSH,2008-07-02,00:55:21.930000,1214960121.9299998
HSH,2008-07-02,00:56:59.160000,1214960219.16
HSH,2008-07-02,00:57:11.650000,1214960231.6499999
HSH,2008-07-02,01:11:12.500000,1214961072.5
HSH,2008-07-02,01:11:24.040000,1214961084.04
HSH,2008-07-02,01:51:06.200000,1214963466.2
HSH,2008-07-02,02:53:12.800000,1214967192.8
HSH,2008-07-02,02:53:23.680000,1214967203.68
HSH,2008-07-02,03:39:55.260000,1214969995.26
HSH,2008-07-02,03:40:54.460000,1214970054.46
HSH,2008-07-02,03:44:16.590000,1214970256.5900002
HSH,2008-07-02,05:13:45.250000,1214975625.2499998
HSH,2008-07-02,05:17:20.160000,1214975840.16
HSH,2008-07-02,05:17:39.440000,1214975859.44
HSH,2008-07-02,06:06:47.990000,1214978807.99
HSH,2008-07-02,06:07:01.830000,1214978821.8300002
HSH,2008-07-02,07:11:05.420000,1214982665.42
HSH,2008-07-02,07:17:53.210000,1214983073.2099998
HSH,2008-07-02,07:22:35.700000,1214983355.7
HSH,2008-07-02,07:22:49.320000,1214983369.32
HSH,2008-07-02,07:37:35.900000,1214984255.9
HSH,2008-07-02,08:17:22.310000,1214986642.3100002
HSH,2008-07-02,08:17:54.730000,1214986674.7299998
HSH,2008-07-02,08:31:41.250000,1214987501.2499998
HSH,2008-07-02,08:36:26.690000,1214987786.6899998
HSH,2008-07-02,09:16:10.130000,1214990170.1299999
HSH,2008-07-02,10:23:24.470000,1214994204.47
HSH,2008-07-02,10:43:26.620000,1214995406.62
HSH,2008-07-02,10:46:23.030000,1214995583.0300002
HSH,2008-07-02,10:48:20.510000,1214995700.5100002
HSH,2008-07-02,10:49:59.930000,1214995799.9299998
HSH,2008-07-02,10:51:40.780000,1214995900.78
HSH,2008-07-02,11:19:12.530000,1214997552.53
HSH,2008-07-02,12:19:10.750000,1215001150.7500002
HSH,2008-07-02,13:24:56.550000,1215005096.5500002
HSH,2008-07-02,13:25:08.950000,1215005108.95
HSH,2008-07-02,13:30:46.610000,1215005446.61
HSH,2008-07-02,13:32:56.190000,1215005576.19
HSH,2008-07-02,14:12:46.170000,1215007966.1699998
HSH,2008-07-02,14:12:59.450000,1215007979.4499998
HSH,2008-07-02,14:17:28.550000,1215008248.5500002
HSH,2008-07-02,16:15:21.390000,1215015321.39
HSH,2008-07-02,16:57:24.940000,1215017844.94
HSH,2008-07-02,17:02:23.060000,1215018143.06
HSH,2008-07-02,17:13:39.210000,1215018819.2099998
HSH,2008-07-02,17:15:17.120000,1215018917.12
HSH,2008-07-02,17:42:48.750000,1215020568.7500002
HSH,2008-07-02,17:46:42.940000,1215020802.94
HSH,2008-07-02,20:01:36.550000,1215028896.5500002
HSH,2008-07-02,20:03:15.810000,1215028995.81
HSH,2008-07-02,20:03:29.580000,1215029009.58
HSH,2008-07-02,20:03:39.560000,1215029019.56
HSH,2008-07-02,20:03:53.680000,1215029033.68
HSH,2008-07-02,20:17:06.120000,1215029826.12
HSH,2008-07-02,20:21:08.710000,1215030068.71
HSH,2008-07-02,20:21:18.870000,1215030078.8700001
HSH,2008-07-02,21:01:09.940000,1215032469.94
HSH,2008-07-02,21:01:10.160000,1215032470.16
HSH,2008-07-02,21:01:20.270000,1215032480.2700002
HSH,2008-07-02,21:04:34.180000,1215032674.18
HSH,2008-07-02,21:34:53.970000,1215034493.9699998
HSH,2008-07-02,21:35:08.090000,1215034508.09
HSH,2008-07-02,21:37:17.760000,1215034637.76
HSH,2008-07-02,21:37:57.240000,1215034677.24
HSH,2008-07-02,21:38:27.670000,1215034707.67
HSH,2008-07-02,21:57:23.310000,1215035843.3100002
HSH,2008-07-02,21:57:33.820000,1215035853.82
HSH,2008-07-02,22:01:50.490000,1215036110.4899998
HSH,2008-07-02,22:49:16.900000,1215038956.9
HSH,2008-07-02,23:11:54.820000,1215040314.82
HSH,2008-07-02,23:12:36.040000,1215040356.04
HSH,2008-07-02,23:12:42.530000,1215040362.53
HSH,2008-07-02,23:13:44.460000,1215040424.46
HSH,2008-07-02,23:18:17.070000,1215040697.0700002
HSH,2008-07-02,23:31:12.600000,1215041472.6
HSH,2008-07-02,23:35:45.540000,1215041745.54
HSH,2008-07-03,00:22:56.150000,1215044576.15
HSH,2008-07-03,00:44:58.950000,1215045898.95
HSH,2008-07-03,00:45:52.520000,1215045952.52
HSH,2008-07-03,00:51:38.980000,1215046298.98
HSH,2008-07-03,00:52:31.300000,1215046351.3
HSH,2008-07-03,01:03:00.830000,1215046980.8300002
HSH,2008-07-03,01:06:36.190000,1215047196.19
HSH,2008-07-03,02:08:58.010000,1215050938.01
HSH,2008-07-03,02:47:35.740000,1215053255.74
HSH,2008-07-03,02:47:48.630000,1215053268.63
HSH,2008-07-03,02:53:09.390000,1215053589.39
HSH,2008-07-03,02:53:51.210000,1215053631.2099998
HSH,2008-07-03,03:13:22.750000,1215054802.7500002
HSH,2008-07-03,03:14:46.640000,1215054886.64
HSH,2008-07-03,03:33:08.090000,1215055988.09
HSH,2008-07-03,03:40:45.110000,1215056445.1100001
HSH,2008-07-03,04:15:38.370000,1215058538.37
HSH,2008-07-03,04:15:49.070000,1215058549.0700002
HSH,2008-07-03,04:20:53.490000,1215058853.4899998
HSH,2008-07-03,04:24:38.040000,1215059078.04
HSH,2008-07-03,05:53:33.840000,1215064413.84
HSH,2008-07-03,05:57:39.900000,1215064659.9
HSH,2008-07-03,06:02:33.570000,1215064953.57
HSH,2008-07-03,06:03:06.900000,1215064986.9
HSH,2008-07-03,06:05:03.780000,1215065103.78
HSH,2008-07-03,06:08:50.790000,1215065330.7900002
HSH,2008-07-03,06:09:01.110000,1215065341.1100001
HSH,2008-07-03,06:53:21.910000,1215068001.91
HSH,2008-07-03,06:53:35.020000,1215068015.02
HSH,2008-07-03,07:46:58.050000,1215071218.05
HSH,2008-07-03,07:49:40.230000,1215071380.23
HSH,2008-07-03,07:53:06.530000,1215071586.53
HSH,2008-07-03,07:53:20.620000,1215071600.62
HSH,2008-07-03,07:54:00.420000,1215071640.42
HSH,2008-07-03,09:03:20.940000,1215075800.94
HSH,2008-07-03,09:05:06.190000,1215075906.19
HSH,2008-07-03,09:05:27.830000,1215075927.8300002
HSH,2008-07-03,09:51:29.700000,1215078689.7
HSH,2008-07-03,10:03:00.100000,1215079380.1
HSH,2008-07-03,10:25:16.630000,1215080716.63
HSH,2008-07-03,10:29:39.120000,1215080979.12
HSH,2008-07-03,10:29:49.350000,1215080989.3500001
HSH,2008-07-03,10:45:35.200000,1215081935.2
HSH,2008-07-03,10:46:24,1215081984.0
HSH,2008-07-03,10:48:39.490000,1215082119.4899998
HSH,2008-07-03,10:49:56.660000,1215082196.66
HSH,2008-07-03,10:50:06.910000,1215082206.91
HSH,2008-07-03,11:26:54,1215084414.0
HSH,2008-07-03,12:51:57.580000,1215089517.58
HSH,2008-07-03,12:53:53.260000,1215089633.26
HSH,2008-07-03,12:56:34.330000,1215089794.33
HSH,2008-07-03,12:57:33.120000,1215089853.12
HSH,2008-07-03,13:47:31.300000,1215092851.3
HSH,2008-07-03,13:47:43.480000,1215092863.48
HSH,2008-07-03,13:49:22.960000,1215092962.96
HSH,2008-07-03,13:49:51.370000,1215092991.37
HSH,2008-07-03,13:52:21.390000,1215093141.39
HSH,2008-07-03,14:23:30.460000,1215095010.46
HSH,2008-07-03,14:23:41.530000,1215095021.53
HSH,2008-07-03,14:24:55.150000,1215095095.15
HSH,2008-07-03,14:49:15.740000,1215096555.74
HSH,2008-07-03,14:49:28.150000,1215096568.15
HSH,2008-07-03,15:29:44.290000,1215098984.29
HSH,2008-07-03,15:36:21.670000,1215099381.67
HSH,2008-07-03,16:05:26.460000,1215101126.46
HSH,2008-07-03,16:45:34.710000,1215103534.71
HSH,2008-07-03,17:17:36.990000,1215105456.99
HSH,2008-07-03,17:17:58.930000,1215105478.9299998
HSH,2008-07-03,17:21:41.250000,1215105701.2499998
HSH,2008-07-03,17:23:22,1215105802.0
HSH,2008-07-03,17:27:06.250000,1215106026.2499998
HSH,2008-07-03,17:28:16.820000,1215106096.82
HSH,2008-07-03,17:36:52.350000,1215106612.3500001
HSH,2008-07-03,17:48:33.160000,1215107313.16
HSH,2008-07-03,18:07:19.270000,1215108439.2700002
HSH,2008-07-03,18:07:31.350000,1215108451.3500001
HSH,2008-07-03,18:08:32.640000,1215108512.64
HSH,2008-07-03,18:08:43.200000,1215108523.2
HSH,2008-07-03,18:12:00.920000,1215108720.92
HSH,2008-07-03,18:13:39.950000,1215108819.95
HSH,2008-07-03,18:13:40.240000,1215108820.24
HSH,2008-07-03,19:39:28.540000,1215113968.54
HSH,2008-07-03,19:39:40.520000,1215113980.52
HSH,2008-07-03,20:08:21.270000,1215115701.2700002
HSH,2008-07-03,20:14:06.450000,1215116046.4499998
HSH,2008-07-03,20:14:18.340000,1215116058.34
HSH,2008-07-03,20:15:09.650000,1215116109.6499999
HSH,2008-07-03,20:21:31.700000,1215116491.7
HSH,2008-07-03,20:21:46.190000,1215116506.19
HSH,2008-07-03,20:24:01.430000,1215116641.43
HSH,2008-07-03,20:24:10.410000,1215116650.4099998
HSH,2008-07-03,21:58:55.790000,1215122335.7900002
HSH,2008-07-03,22:01:38.990000,1215122498.99
HSH,2008-07-03,22:01:51.880000,1215122511.88
HSH,2008-07-03,22:03:03.730000,1215122583.7299998
HSH,2008-07-03,22:03:16.010000,1215122596.01
HSH,2008-07-03,22:31:26.230000,1215124286.23
HSH,2008-07-03,22:47:16.820000,1215125236.82
HSH,2008-07-03,22:47:27.500000,1215125247.5
HSH,2008-07-03,22:47:37.480000,1215125257.48
HSH,2008-07-03,22:48:28.360000,1215125308.36
HSH,2008-07-03,22:49:11.240000,1215125351.24
HSH,2008-07-03,22:49:54.690000,1215125394.6899998
HSH,2008-07-03,22:50:05.620000,1215125405.62
HSH,2008-07-03,22:59:09.470000,1215125949.47
HSH,2008-07-03,23:12:28.710000,1215126748.71
HSH,2008-07-03,23:12:45.760000,1215126765.76
HSH,2008-07-03,23:12:59.010000,1215126779.01
HSH,2008-07-03,23:50:09.340000,1215129009.34
HSH,2008-07-03,23:50:20.230000,1215129020.23
HSH,2008-07-03,23:52:49.730000,1215129169.7299998
HSH,2008-07-04,00:25:40.400000,1215131140.4
HSH,2008-07-04,00:25:53.880000,1215131153.88
HSH,2008-07-04,00:31:36.280000,1215131496.28
HSH,2008-07-04,00:51:10.310000,1215132670.3100002
HSH,2008-07-04,01:06:53.390000,1215133613.39
HSH,2008-07-04,01:33:36.760000,1215135216.76
HSH,2008-07-04,01:35:31.330000,1215135331.33
HSH,2008-07-04,01:38:11.130000,1215135491.1299999
HSH,2008-07-04,01:39:58.430000,1215135598.43
HSH,2008-07-04,01:45:44.360000,1215135944.36
HSH,2008-07-04,02:47:06.700000,1215139626.7
HSH,2008-07-04,02:47:19.640000,1215139639.64
HSH,2008-07-04,02:49:48.130000,1215139788.1299999
HSH,2008-07-04,02:54:12.180000,1215140052.18
HSH,2008-07-04,03:06:43.110000,1215140803.1100001
HSH,2008-07-04,03:06:56.680000,1215140816.68
HSH,2008-07-04,04:07:04.700000,1215144424.7
HSH,2008-07-04,04:07:47.340000,1215144467.34
HSH,2008-07-04,04:59:53.810000,1215147593.81
HSH,2008-07-04,05:00:07.100000,1215147607.1
HSH,2008-07-04,05:08:22.350000,1215148102.3500001
HSH,2008-07-04,05:09:11.810000,1215148151.81
HSH,2008-07-04,05:12:40.230000,1215148360.23
HSH,2008-07-04,06:01:52.230000,1215151312.23
HSH,2008-07-04,06:55:18.210000,1215154518.2099998
HSH,2008-07-04,06:56:38.290000,1215154598.29
HSH,2008-07-04,07:28:40.260000,1215156520.26
HSH,2008-07-04,07:29:05.330000,1215156545.33
HSH,2008-07-04,07:30:14.730000,1215156614.7299998
HSH,2008-07-04,08:09:41.880000,1215158981.88
HSH,2008-07-04,08:09:55.710000,1215158995.71
HSH,2008-07-04,09:23:02.450000,1215163382.4499998
HSH,2008-07-04,09:23:16.610000,1215163396.61
HSH,2008-07-04,09:23:59.920000,1215163439.92
HSH,2008-07-04,09:24:00.080000,1215163440.08
HSH,2008-07-04,09:32:55.060000,1215163975.06
HSH,2008-07-04,09:33:05.060000,1215163985.06
HSH,2008-07-04,10:17:22.850000,1215166642.85
HSH,2008-07-04,10:17:33.070000,1215166653.0700002
HSH,2008-07-04,10:19:54.150000,1215166794.15
HSH,2008-07-04,10:23:24.370000,1215167004.37
HSH,2008-07-04,10:23:36.620000,1215167016.62
HSH,2008-07-04,10:29:55.840000,1215167395.84
HSH,2008-07-04,10:31:39.910000,1215167499.91
HSH,2008-07-04,10:32:41.950000,1215167561.95
HSH,2008-07-04,11:06:18.720000,1215169578.72
HSH,2008-07-04,11:39:30.140000,1215171570.14
HSH,2008-07-04,11:43:34.550000,1215171814.5500002
HSH,2008-07-04,11:43:47,1215171827.0
HSH,2008-07-04,11:44:39.900000,1215171879.9
HSH,2008-07-04,11:58:38.910000,1215172718.91
HSH,2008-07-04,12:14:56.370000,1215173696.37
HSH,2008-07-04,12:15:08.280000,1215173708.28
HSH,2008-07-04,12:16:27.320000,1215173787.32
HSH,2008-07-04,12:21:13.550000,1215174073.5500002
HSH,2008-07-04,12:30:48.110000,1215174648.1100001
HSH,2008-07-04,12:31:22.540000,1215174682.54
HSH,2008-07-04,12:31:34.100000,1215174694.1
HSH,2008-07-04,12:32:46.030000,1215174766.0300002
HSH,2008-07-04,12:32:58.860000,1215174778.86
HSH,2008-07-04,12:35:45.590000,1215174945.5900002
HSH,2008-07-04,12:38:44.730000,1215175124.7299998
HSH,2008-07-04,12:41:32.210000,1215175292.2099998
HSH,2008-07-04,12:45:32.870000,1215175532.8700001
HSH,2008-07-04,13:05:17.810000,1215176717.81
HSH,2008-07-04,13:45:24.560000,1215179124.56
HSH,2008-07-04,14:03:14.510000,1215180194.5100002
HSH,2008-07-04,14:03:26.820000,1215180206.82
HSH,2008-07-04,14:06:07.670000,1215180367.67
HSH,2008-07-04,14:15:59.680000,1215180959.68
HSH,2008-07-04,14:16:33.490000,1215180993.4899998
HSH,2008-07-04,14:19:31.340000,1215181171.34
HSH,2008-07-04,14:40:21.050000,1215182421.05
HSH,2008-07-04,15:24:52.890000,1215185092.8899999
HSH,2008-07-04,15:27:52.450000,1215185272.4499998
HSH,2008-07-04,15:28:43.200000,1215185323.2
HSH,2008-07-04,15:28:56.790000,1215185336.7900002
HSH,2008-07-04,16:23:51.990000,1215188631.99
HSH,2008-07-04,16:25:19.850000,1215188719.85
HSH,2008-07-04,16:28:02.120000,1215188882.12
HSH,2008-07-04,16:30:13.180000,1215189013.18
HSH,2008-07-04,16:31:30.680000,1215189090.68
HSH,2008-07-04,16:59:20.670000,1215190760.67
HSH,2008-07-04,17:46:39.920000,1215193599.92
HSH,2008-07-04,17:47:45.350000,1215193665.3500001
HSH,2008-07-04,17:47:52.480000,1215193672.48
HSH,2008-07-04,17:48:59.640000,1215193739.64
HSH,2008-07-04,17:49:09.230000,1215193749.23
HSH,2008-07-04,17:49:31.350000,1215193771.3500001
HSH,2008-07-04,17:54:55.360000,1215194095.36
HSH,2008-07-04,17:55:09.450000,1215194109.4499998
HSH,2008-07-04,18:00:12,1215194412.0
HSH,2008-07-04,18:20:06.570000,1215195606.57
HSH,2008-07-04,18:20:52.890000,1215195652.8899999
HSH,2008-07-04,18:22:47.050000,1215195767.05
HSH,2008-07-04,19:06:55.570000,1215198415.57
HSH,2008-07-04,19:08:06.820000,1215198486.82
HSH,2008-07-04,19:09:14.210000,1215198554.2099998
HSH,2008-07-04,19:13:49.090000,1215198829.09
HSH,2008-07-04,19:16:40.880000,1215199000.88
HSH,2008-07-04,19:17:57.830000,1215199077.8300002
HSH,2008-07-04,19:18:40.810000,1215199120.81
HSH,2008-07-04,20:09:35.700000,1215202175.7
HSH,2008-07-04,21:00:15.030000,1215205215.0300002
HSH,2008-07-04,21:01:00.350000,1215205260.3500001
HSH,2008-07-04,21:01:31.900000,1215205291.9
HSH,2008-07-04,21:01:45.340000,1215205305.34
HSH,2008-07-04,21:02:36.730000,1215205356.7299998
HSH,2008-07-04,21:07:08.100000,1215205628.1
HSH,2008-07-04,21:36:34.910000,1215207394.91
HSH,2008-07-04,21:38:42.060000,1215207522.06
HSH,2008-07-04,22:11:13.200000,1215209473.2
HSH,2008-07-04,22:14:01.750000,1215209641.7500002
HSH,2008-07-04,22:17:34.580000,1215209854.58
HSH,2008-07-04,22:17:48.200000,1215209868.2
HSH,2008-07-04,22:31:46.760000,1215210706.76
HSH,2008-07-04,22:35:09.640000,1215210909.64
HSH,2008-07-04,22:36:02.710000,1215210962.71
HSH,2008-07-04,23:31:01.800000,1215214261.8
HSH,2008-07-04,23:31:13.740000,1215214273.74
HSH,2008-07-04,23:33:35.900000,1215214415.9
HSH,2008-07-04,23:39:51.860000,1215214791.86
HSH,2008-07-04,23:41:13.840000,1215214873.84
HSH,2008-07-04,23:42:08.630000,1215214928.63
HSH,2008-07-04,23:42:37.060000,1215214957.06
HSH,2008-07-05,00:03:49.290000,1215216229.29
HSH,2008-07-05,00:04:40.620000,1215216280.62
HSH,2008-07-05,00:09:03.440000,1215216543.44
HSH,2008-07-05,00:59:30.980000,1215219570.98
HSH,2008-07-05,01:01:29.220000,1215219689.22
HSH,2008-07-05,02:03:09.800000,1215223389.8
HSH,2008-07-05,02:18:59.220000,1215224339.22
HSH,2008-07-05,03:17:58.070000,1215227878.0700002
HSH,2008-07-05,03:22:37.610000,1215228157.61
HSH,2008-07-05,04:49:03.650000,1215233343.6499999
HSH,2008-07-05,05:09:00.270000,1215234540.2700002
HSH,2008-07-05,07:00:32.750000,1215241232.7500002
HSH,2008-07-05,07:00:41.270000,1215241241.2700002
HSH,2008-07-05,07:01:04.460000,1215241264.46
HSH,2008-07-05,07:21:12.870000,1215242472.8700001
HSH,2008-07-05,07:36:53.510000,1215243413.5100002
HSH,2008-07-05,07:37:02.970000,1215243422.9699998
HSH,2008-07-05,07:37:54.250000,1215243474.2499998
HSH,2008-07-05,07:38:08.220000,1215243488.22
HSH,2008-07-05,08:00:57.500000,1215244857.5
HSH,2008-07-05,08:02:53.140000,1215244973.14
HSH,2008-07-05,09:03:32.280000,1215248612.28
HSH,2008-07-05,09:08:00.810000,1215248880.81
HSH,2008-07-05,09:32:57.560000,1215250377.56
HSH,2008-07-05,16:05:55.090000,1215273955.09
HSH,2008-07-05,16:16:09.440000,1215274569.44
HSH,2008-07-05,16:18:02.100000,1215274682.1
HSH,2008-07-05,16:18:53.460000,1215274733.46
HSH,2008-07-05,16:19:03.680000,1215274743.68
HSH,2008-07-05,16:20:21.300000,1215274821.3
HSH,2008-07-05,16:20:31.500000,1215274831.5
HSH,2008-07-05,16:23:57.980000,1215275037.98
HSH,2008-07-05,17:25:51.050000,1215278751.05
HSH,2008-07-05,17:33:37.510000,1215279217.5100002
HSH,2008-07-05,18:12:36.670000,1215281556.67
HSH,2008-07-05,18:15:15.500000,1215281715.5
HSH,2008-07-05,18:16:09.010000,1215281769.01
HSH,2008-07-05,18:19:18.600000,1215281958.6
HSH,2008-07-05,18:32:52.230000,1215282772.23
HSH,2008-07-05,18:37:05.420000,1215283025.42
HSH,2008-07-05,19:13:50.520000,1215285230.52
HSH,2008-07-05,19:15:36.680000,1215285336.68
HSH,2008-07-05,19:23:01.720000,1215285781.72
HSH,2008-07-05,19:24:18.550000,1215285858.5500002
HSH,2008-07-05,19:28:37.030000,1215286117.0300002
HSH,2008-07-05,20:12:28.220000,1215288748.22
HSH,2008-07-05,20:14:51.280000,1215288891.28
HSH,2008-07-05,20:21:03.530000,1215289263.53
HSH,2008-07-05,20:21:10.140000,1215289270.14
HSH,2008-07-05,20:28:35.270000,1215289715.2700002
HSH,2008-07-05,20:29:25.690000,1215289765.6899998
HSH,2008-07-05,20:29:38.380000,1215289778.38
HSH,2008-07-05,20:29:59.170000,1215289799.1699998
HSH,2008-07-05,20:31:59.530000,1215289919.53
HSH,2008-07-05,22:13:10.190000,1215295990.19
HSH,2008-07-05,22:13:23.010000,1215296003.01
HSH,2008-07-05,22:14:49.670000,1215296089.67
HSH,2008-07-05,22:15:11.240000,1215296111.24
HSH,2008-07-05,22:20:30.360000,1215296430.36
HSH,2008-07-05,22:25:03.490000,1215296703.4899998
